"","OfferContactDate","CustomerID","ApplianceID","Brand","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"4128","09/03/2017",3820,2881,"A","B","E","FZ",4,0,7,"A",2,8.16
"4129","09/03/2017",1682,199,"A","B","E","AW",2,0,3,"A",2,8.19
"4130","09/03/2017",7053,6870,"A","B","F","AW",3,1,4,"A",2,8.59
"4131","09/03/2017",12772,13021,"A","B","E","FF",2,0,1,"A",1,8.48
"4132","09/03/2017",1379,13927,"A","A","F","FF",3,0,1,"A",1,8.42
"4133","09/03/2017",1210,7012,"A","B","F","FF",4,0,1,"A",2,8.86
"4134","09/03/2017",5418,4864,"A","B","F","CK",2,0,1,"A",1,8.58
"4135","09/03/2017",13745,14069,"A","B","D","FZ",2,3,6,"A",7,8.56
"4136","09/03/2017",2622,1408,"A","B","F","AW",2,1,11,"A",3,8.27
"4137","14/03/2017",14761,15364,"A","B","E","AW",2,0,1,"A",1,8.74
"4138","09/03/2017",11416,11608,"A","B","G","AW",2,0,1,"A",1,8.2
"4139","14/03/2017",14103,14449,"A","B","F","FR",3,1,1,"A",1,8.12
"4140","09/03/2017",6135,5754,"A","C","F","FF",3,0,2,"A",3,8.74
"4141","14/03/2017",11250,11434,"A","B","F","FF",10,1,1,"A",2,8.27
"4142","09/03/2017",7819,7752,"A","B","E","FF",4,2,7,"A",3,8.93
"4143","09/03/2017",12672,12919,"A","B","F","AW",2,0,1,"A",1,8.99
"4144","09/03/2017",13953,14293,"A","B","F","AW",2,0,2,"A",1,8.28
"4145","09/03/2017",14187,14537,"A","A","F","TD",2,0,1,"A",1,8.42
"4146","09/03/2017",10979,11157,"A","B","F","FZ",1,0,1,"A",1,8.72
"4147","09/03/2017",13408,13703,"A","B","E","FR",2,0,2,"A",2,8.99
"4148","09/03/2017",4233,3392,"A","B","F","FF",5,0,1,"A",4,8.07
"4149","09/03/2017",2553,1324,"A","B","F","AW",2,0,1,"A",1,8.9
"4150","09/03/2017",3285,2226,"A","B","E","FF",3,1,4,"A",4,8.16
"4151","09/03/2017",11593,11791,"A","B","E","AW",3,1,1,"A",1,8.68
"4152","09/03/2017",13106,13375,"A","B","F","TD",3,2,2,"A",2,8.12
"4153","09/03/2017",4923,4236,"A","B","F","AW",3,1,3,"A",1,8.47
"4154","09/03/2017",3467,2452,"A","A","E","TD",2,1,9,"A",4,8.9
"4155","14/03/2017",8937,9005,"A","A","E","FZ",3,1,1,"A",2,8.09
"4156","09/03/2017",11126,11307,"A","B","F","DW",2,1,1,"A",1,8.98
"4157","09/03/2017",6876,6662,"A","B","F","FF",3,0,1,"A",1,8.88
"4158","09/03/2017",8655,8686,"A","A","E","AW",5,2,5,"A",5,8.42
"4159","09/03/2017",13560,13869,"A","B","D","TD",3,0,2,"A",2,8.17
"4160","09/03/2017",6882,6668,"A","A","E","FZ",2,2,18,"A",5,8.83
"4161","09/03/2017",4315,3501,"A","B","G","FR",3,0,8,"A",4,8.46
"4162","09/03/2017",13545,13852,"A","B","F","AW",3,0,1,"A",1,8.55
"4163","09/03/2017",40,1632,"A","B","F","CK",2,0,12,"A",5,8.01
"4164","09/03/2017",7265,7111,"A","A","E","DW",2,2,20,"A",10,8.51
"4165","09/03/2017",7916,7864,"A","A","E","DW",3,4,5,"A",3,8.94
"4166","09/03/2017",4964,4284,"A","B","F","AW",2,0,1,"A",1,8.76
"4167","09/03/2017",1492,15023,"A","B","G","FR",2,1,6,"A",2,8.68
"4168","09/03/2017",6721,6479,"A","C","G","FF",3,3,11,"A",7,8.08
"4169","09/03/2017",14806,15433,"A","B","D","FF",2,0,2,"A",2,8.51
"4170","09/03/2017",6189,5817,"A","B","F","WD",3,0,7,"A",3,8.42
"4171","09/03/2017",1619,17,"A","C","F","FZ",1,0,3,"A",2,8.38
"4172","09/03/2017",12087,12307,"A","B","F","AW",3,2,2,"A",2,8.8
"4173","09/03/2017",4787,4073,"A","A","F","AW",3,0,4,"A",3,8.52
"4174","14/03/2017",14144,14491,"A","A","F","TD",5,1,1,"A",1,8.89
"4175","09/03/2017",2915,1773,"A","B","E","FF",3,0,1,"A",1,8.63
"4176","09/03/2017",3416,2379,"A","B","E","CK",6,1,1,"A",1,8.95
"4177","09/03/2017",4149,3288,"A","A","F","FR",4,0,3,"A",4,8.49
"4178","14/03/2017",14644,15182,"A","B","D","AW",2,1,1,"A",1,8.69
"4179","09/03/2017",14692,15258,"A","B","F","FF",2,0,1,"A",1,8.21
"4180","09/03/2017",8190,8172,"A","B","D","CK",4,0,9,"A",3,8.63
"4181","09/03/2017",12628,12874,"A","B","D","CH",2,0,3,"A",4,8.09
"4182","09/03/2017",6700,6452,"A","A","F","FF",3,3,10,"A",4,8.36
"4183","06/03/2017",6050,5656,"A","B","E","AW",3,0,0,"A",1,8.37
"4184","09/03/2017",14457,14829,"A","B","A","FF",2,0,0,"A",1,8.28
"4185","14/03/2017",13811,14140,"A","B","E","AW",2,1,1,"A",1,8.04
"4186","09/03/2017",1697,227,"A","B","F","AW",2,2,5,"A",1,8.43
"4187","09/03/2017",13661,13978,"A","B","E","CK",2,0,2,"A",3,8.17
"4188","09/03/2017",4235,3394,"A","B","F","FF",3,0,1,"A",1,8.37
"4189","09/03/2017",3920,3013,"A","B","F","FZ",4,0,2,"A",2,8.27
"4190","14/03/2017",14466,14869,"A","C","E","WD",5,0,1,"A",1,8.83
"4191","09/03/2017",2623,1409,"A","C","F","FF",3,4,16,"A",6,8.55
"4192","09/03/2017",10911,11086,"A","B","E","CK",3,0,1,"A",2,8.3
"4193","09/03/2017",11661,11860,"A","B","F","FF",3,0,1,"A",1,8.41
"4194","09/03/2017",12040,12259,"A","B","D","CK",2,0,1,"A",1,8.96
"4195","09/03/2017",13651,13968,"A","B","F","CK",6,0,1,"A",1,8.03
"4196","09/03/2017",2606,1385,"A","B","E","FF",3,0,2,"A",2,8.07
"4197","09/03/2017",5317,4731,"A","B","D","AW",2,0,1,"A",1,8.14
"4198","09/03/2017",11718,11919,"A","B","E","FF",2,0,1,"A",1,8.31
"4199","09/03/2017",12267,12493,"A","B","D","FF",3,0,3,"A",3,8.05
"4200","09/03/2017",8240,8228,"A","B","F","FF",5,2,10,"A",4,8.85
"4201","09/03/2017",13615,13926,"A","B","E","FF",3,1,1,"A",1,8.2
"4202","09/03/2017",1393,14814,"A","B","F","FF",2,0,4,"A",4,8.21
"4203","09/03/2017",13957,14298,"A","B","E","FF",3,0,3,"A",3,8.24
"4204","09/03/2017",13025,13288,"A","B","F","FF",3,1,1,"A",1,8.12
"4205","09/03/2017",11844,12051,"A","B","F","CK",2,0,1,"A",1,8.52
"4206","09/03/2017",1274,7714,"A","B","F","FZ",2,0,11,"A",3,8.51
"4207","09/03/2017",11405,11596,"A","B","E","AW",2,0,1,"A",1,8
"4208","09/03/2017",5779,5323,"A","B","D","CK",5,0,3,"A",2,8.66
"4209","14/03/2017",14314,14669,"A","B","E","FF",1,1,0,"A",1,8.98
"4210","09/03/2017",11193,11375,"A","B","E","CK",2,0,3,"A",3,8.33
"4211","09/03/2017",13800,14129,"A","B","F","TD",3,0,6,"A",6,8.29
"4212","09/03/2017",11711,11912,"A","B","E","CK",3,0,2,"A",2,8.25
"4213","09/03/2017",11800,12003,"A","B","D","AW",3,0,1,"A",1,8.87
"4214","09/03/2017",12362,12598,"A","B","G","FZ",1,0,2,"A",3,8.53
"4215","09/03/2017",4169,3316,"A","A","F","FZ",3,6,27,"A",9,8.71
"4216","09/03/2017",13239,13522,"A","B","D","CK",3,0,1,"A",3,8.17
"4217","09/03/2017",12833,13085,"A","B","E","CK",2,0,2,"A",2,8.82
"4218","09/03/2017",2649,1441,"A","A","F","FF",4,2,9,"A",3,8.4
"4219","09/03/2017",898,4847,"A","B","E","AW",2,1,2,"A",3,8.89
"4220","09/03/2017",2185,869,"A","B","E","FZ",2,0,2,"A",3,8.23
"4221","09/03/2017",2798,1628,"A","A","F","TD",2,2,1,"A",3,8.85
"4222","09/03/2017",2050,700,"A","B","F","CK",3,2,3,"A",4,8.45
"4223","09/03/2017",11599,11797,"A","B","D","FF",3,1,1,"A",1,8.46
"4224","09/03/2017",11230,11414,"A","B","F","FZ",2,0,2,"A",2,8.66
"4225","09/03/2017",10930,11106,"A","B","E","CH",3,0,3,"A",3,8.02
"4226","09/03/2017",962,5207,"A","A","E","FF",2,1,5,"A",2,8.31
"4227","09/03/2017",12907,13163,"A","B","F","FF",2,0,1,"A",1,8.85
"4228","09/03/2017",2047,697,"A","B","F","OV",2,0,1,"A",1,8.38
"4229","09/03/2017",529,2421,"A","B","E","FZ",3,2,9,"A",3,8.09
"4230","09/03/2017",13713,14035,"A","B","D","DW",4,1,2,"A",2,8.14
"4231","09/03/2017",4025,3141,"A","B","F","TD",2,0,4,"A",4,8.52
"4232","14/03/2017",13780,14106,"A","B","F","DW",2,1,1,"A",1,8.44
"4233","09/03/2017",12049,12268,"A","B","E","CK",3,0,1,"A",2,8.87
"4234","09/03/2017",582,2813,"A","A","E","AW",2,0,6,"A",4,8.1
"4235","09/03/2017",3855,2928,"A","B","F","AW",2,0,3,"A",4,8.73
"4236","09/03/2017",6219,5858,"A","B","E","FF",4,0,10,"A",3,8.08
"4237","09/03/2017",2447,1196,"A","B","B","WD",4,0,7,"A",2,8.94
"4238","09/03/2017",3475,2460,"A","B","F","OV",2,0,3,"A",3,8.39
"4239","09/03/2017",5394,4834,"A","B","G","AW",2,3,3,"A",3,8.84
"4240","09/03/2017",8699,8736,"A","A","E","FF",3,0,1,"A",1,8.31
"4241","09/03/2017",2363,1096,"A","B","E","DW",2,0,3,"A",2,8.72
"4242","09/03/2017",1226,7136,"A","B","F","HB",2,2,8,"A",2,8.5
"4243","09/03/2017",3702,2734,"A","B","D","FF",6,0,2,"A",1,8.82
"4244","09/03/2017",11402,11593,"A","B","F","AW",4,0,3,"A",2,8.82
"4245","09/03/2017",11860,12067,"A","B","E","FR",2,4,5,"A",6,8.95
"4246","09/03/2017",12381,12617,"A","B","E","WD",4,1,1,"A",1,8.36
"4247","09/03/2017",7615,7517,"A","B","G","AW",2,0,1,"A",1,8.07
"4248","09/03/2017",11682,11882,"A","B","F","AW",2,0,1,"A",1,8.43
"4249","14/03/2017",12520,12758,"A","B","E","FZ",3,3,3,"A",2,8.21
"4250","09/03/2017",3628,2645,"A","B","E","TD",2,0,1,"A",2,8.36
"4251","09/03/2017",5370,4805,"A","B","D","FF",3,0,2,"A",1,8.67
"4252","09/03/2017",5498,4954,"A","B","E","CK",2,0,1,"A",1,8.39
"4253","09/03/2017",12458,12696,"A","B","F","TD",2,0,2,"A",2,8.11
"4254","09/03/2017",2725,1541,"A","B","F","AW",2,0,2,"A",2,8.21
"4255","09/03/2017",8021,7988,"A","B","F","FF",4,0,1,"A",1,8.07
"4256","09/03/2017",5866,5428,"A","B","E","AW",3,0,1,"A",2,8.94
"4257","09/03/2017",713,3707,"A","A","E","FR",2,3,8,"A",3,8.42
"4258","09/03/2017",4331,3519,"A","B","F","FZ",4,0,2,"A",4,8.87
"4259","14/03/2017",13767,14093,"A","B","E","AW",2,1,1,"A",1,8.68
"4260","09/03/2017",12098,12320,"A","B","D","AW",2,0,1,"A",2,8.43
"4261","09/03/2017",4216,3371,"A","B","F","FZ",3,0,7,"A",2,8.07
"4262","09/03/2017",7855,7797,"A","B","F","FZ",3,0,1,"A",2,8.1
"4263","14/03/2017",14371,14727,"A","B","F","AW",3,0,1,"A",1,8.8
"4264","09/03/2017",7637,7541,"A","A","F","DW",2,1,11,"A",5,8.63
"4265","09/03/2017",1881,495,"A","C","E","AW",3,0,3,"A",2,8.27
"4266","09/03/2017",153,14270,"A","B","E","CK",3,0,4,"A",2,8.26
"4267","09/03/2017",3443,2418,"A","A","D","CK",5,0,1,"A",2,8.79
"4268","09/03/2017",12692,12940,"A","B","D","AW",2,0,1,"A",1,8.86
"4269","09/03/2017",11736,11938,"A","B","E","AW",3,0,1,"A",1,8.02
"4270","09/03/2017",7743,7660,"A","B","F","DW",2,0,10,"A",7,8.25
"4271","09/03/2017",4809,4102,"A","B","G","WD",5,0,1,"A",3,8.91
"4272","09/03/2017",12778,13027,"A","B","F","TD",2,0,1,"A",1,8.99
"4273","09/03/2017",12061,12280,"A","A","D","FZ",2,0,3,"A",3,8.01
"4274","09/03/2017",10719,10886,"A","B","E","CH",2,3,5,"A",3,8.66
"4275","09/03/2017",3944,3040,"A","B","F","AW",2,1,1,"A",1,8.13
"4276","09/03/2017",5470,4924,"A","B","D","FF",4,0,7,"A",1,8.83
"4277","09/03/2017",1806,393,"A","B","F","FZ",3,0,3,"A",2,8.85
"4278","09/03/2017",4667,3923,"A","B","F","AW",2,2,2,"A",1,8.11
"4279","09/03/2017",597,2884,"A","A","F","AW",3,3,10,"A",2,8.88
"4280","06/03/2017",14859,22,"A","B","D","AW",2,0,0,"A",2,8.64
"4281","09/03/2017",2498,1255,"A","B","E","AW",2,0,1,"A",1,8.99
"4282","09/03/2017",2479,1234,"A","A","E","DW",2,3,8,"A",6,8.41
"4283","09/03/2017",330,1017,"A","A","D","FR",1,0,2,"A",2,8.88
"4284","09/03/2017",8589,8617,"A","B","E","HB",1,0,6,"A",2,8.2
"4285","09/03/2017",11869,12077,"A","B","E","WD",3,0,2,"A",2,8.47
"4286","09/03/2017",10922,11098,"A","B","F","OV",4,0,2,"A",1,8.82
"4287","09/03/2017",13626,13940,"A","B","D","FF",3,0,1,"A",1,8.91
"4288","09/03/2017",1070,5973,"A","B","F","AW",2,0,1,"A",1,8.96
"4289","09/03/2017",7877,7823,"A","B","F","AW",3,0,5,"A",2,8.11
"4290","09/03/2017",12317,12549,"A","B","F","AW",2,0,5,"A",3,8.97
"4291","09/03/2017",1245,7346,"A","B","F","DW",2,0,0,"A",2,8.57
"4292","09/03/2017",10899,11073,"A","B","D","AW",2,0,1,"A",1,8.99
"4293","09/03/2017",11232,11416,"A","B","F","DW",2,0,1,"A",1,8.72
"4294","09/03/2017",483,2082,"A","B","E","FZ",4,1,1,"A",1,8.03
"4295","09/03/2017",7435,7309,"A","B","E","FF",4,3,2,"A",2,8.92
"4296","09/03/2017",13375,13667,"A","B","E","TD",3,1,1,"A",1,8.46
"4297","09/03/2017",14035,14379,"A","B","E","FZ",5,1,1,"A",3,8.79
"4298","14/03/2017",14237,14588,"A","B","E","AW",3,1,0,"A",1,8.87
"4299","09/03/2017",4673,3930,"A","B","D","FF",3,0,4,"A",4,8.69
"4300","09/03/2017",3857,2931,"A","B","D","AW",3,0,1,"A",1,8.17
"4301","09/03/2017",3481,2466,"A","A","F","FF",3,0,1,"A",1,8.18
"4302","09/03/2017",2437,1185,"A","B","E","TD",2,0,5,"A",3,8.39
"4303","09/03/2017",13313,13599,"A","B","F","FF",6,4,4,"A",5,8.62
"4304","09/03/2017",7030,6841,"A","B","F","AW",2,0,3,"A",1,8.74
"4305","09/03/2017",4439,3653,"A","B","F","AW",3,1,4,"A",2,8.99
"4306","06/03/2017",14918,133,"A","B","E","AW",3,0,0,"A",1,8.41
"4307","09/03/2017",10886,11059,"A","B","F","FF",2,0,1,"A",1,8.11
"4308","09/03/2017",13238,13521,"A","B","F","FZ",3,0,1,"A",1,8.13
"4309","09/03/2017",8293,8286,"A","B","E","FZ",2,1,1,"A",2,8.94
"4310","09/03/2017",2618,1402,"A","B","F","FF",10,2,8,"A",4,8.4
"4311","09/03/2017",3887,2973,"A","B","E","AW",2,2,45,"A",14,8.3
"4312","09/03/2017",13916,14252,"A","B","F","TD",2,0,1,"A",2,8.62
"4313","09/03/2017",4913,4222,"A","B","F","FF",2,0,1,"A",1,8.89
"4314","09/03/2017",1738,305,"A","B","F","FF",3,3,2,"A",5,8.28
"4315","09/03/2017",1889,507,"A","B","F","FF",2,0,1,"A",1,8.79
"4316","09/03/2017",1859,465,"A","B","G","AW",2,0,1,"A",1,8.19
"4317","09/03/2017",14087,14433,"A","B","E","AW",3,0,4,"A",5,8.23
"4318","06/03/2017",4006,3116,"A","B","E","FZ",4,2,7,"A",2,8.26
"4319","09/03/2017",816,4406,"A","B","F","AW",2,0,2,"A",1,8.24
"4320","09/03/2017",8078,8047,"A","B","D","AW",2,0,13,"A",5,8.72
"4321","09/03/2017",3392,2353,"A","B","E","FZ",3,0,1,"A",1,8.57
"4322","09/03/2017",11343,11529,"A","B","E","AW",2,0,1,"A",1,8.58
"4323","09/03/2017",3632,2651,"A","B","F","TD",2,1,3,"A",2,8.74
"4324","14/03/2017",14913,123,"A","B","E","AW",2,0,0,"A",1,8.97
"4325","09/03/2017",4201,3353,"A","B","E","FF",3,1,4,"A",1,8.16
"4326","09/03/2017",2093,754,"A","B","G","FF",3,0,1,"A",1,8.06
"4327","09/03/2017",11830,12035,"A","B","F","AW",3,1,1,"A",1,8.36
"4328","09/03/2017",13634,13948,"A","B","F","FF",3,1,1,"A",1,8.83
"4329","09/03/2017",5742,5274,"A","B","F","FF",4,0,10,"A",3,8.94
"4330","09/03/2017",11136,11317,"A","B","E","FF",2,0,1,"A",1,8.42
"4331","09/03/2017",720,3742,"A","C","F","AW",2,0,7,"A",4,8.6
"4332","09/03/2017",8453,8466,"A","B","F","FF",3,0,7,"A",3,8.88
"4333","09/03/2017",12045,12264,"A","B","F","AW",2,0,1,"A",1,8.9
"4334","09/03/2017",5000,4330,"A","C","F","FF",2,0,2,"A",3,8.37
"4335","09/03/2017",3915,3008,"A","B","E","FF",3,1,1,"A",1,8.71
"4336","09/03/2017",555,2627,"A","B","F","AW",2,0,3,"A",2,8.07
"4337","09/03/2017",11318,11503,"A","B","G","FF",6,0,4,"A",5,8.7
"4338","09/03/2017",12109,12331,"A","B","E","TD",3,0,1,"A",1,8.45
"4339","09/03/2017",12635,12881,"A","B","G","FF",2,0,1,"A",1,8.51
"4340","09/03/2017",8971,9043,"A","C","E","FZ",2,0,18,"A",11,8.29
"4341","09/03/2017",12622,12868,"A","B","E","FF",2,0,1,"A",1,8.77
"4342","09/03/2017",10357,10509,"A","B","D","FR",2,1,1,"A",2,8.74
"4343","09/03/2017",12142,12365,"A","B","F","TD",2,0,5,"A",5,8.62
"4344","09/03/2017",12348,12582,"A","B","D","AW",2,3,3,"A",3,8.36
"4345","09/03/2017",2909,1767,"A","B","E","AW",2,4,22,"A",6,8.97
"4346","09/03/2017",11923,12134,"A","B","E","OV",3,0,2,"A",1,8.14
"4347","09/03/2017",11701,11901,"A","B","E","CK",3,0,1,"A",1,8.1
"4348","14/03/2017",2531,1293,"A","A","F","CK",5,3,7,"A",6,8.31
"4349","09/03/2017",14168,14518,"A","B","E","FR",2,2,3,"A",4,8.31
"4350","06/03/2017",14874,56,"A","B","E","WD",4,0,0,"A",2,8.78
"4351","09/03/2017",6960,6760,"A","B","F","WD",3,0,5,"A",1,8.99
"4352","09/03/2017",6085,5699,"A","A","D","TD",3,7,21,"A",7,8.75
"4353","09/03/2017",1589,15415,"A","B","F","WD",4,0,1,"A",4,8.91
"4354","09/03/2017",1006,5463,"A","C","D","FR",2,2,9,"A",5,8.57
"4355","09/03/2017",11015,11194,"A","B","F","FF",2,0,4,"A",4,8.64
"4356","09/03/2017",13199,13476,"A","B","D","AW",3,0,1,"A",3,8.73
"4357","06/03/2017",7025,6836,"A","B","E","TD",2,0,0,"A",2,8.83
"4358","09/03/2017",13788,14114,"A","B","F","FF",2,0,1,"A",1,8.93
"4359","09/03/2017",3363,2322,"A","B","F","CK",4,0,0,"A",2,8.32
"4360","09/03/2017",3631,2649,"A","B","E","FF",5,2,6,"A",3,8.05
"4361","09/03/2017",3556,2553,"A","B","F","TD",2,1,4,"A",1,8.6
"4362","06/03/2017",14465,14868,"A","B","B","AW",2,0,0,"A",1,8.32
"4363","09/03/2017",14293,14646,"A","B","E","TD",3,1,1,"A",3,8.63
"4364","09/03/2017",10950,11126,"A","B","E","FZ",3,1,0,"A",2,8.64
"4365","09/03/2017",1398,14838,"A","B","F","FZ",2,1,18,"A",3,8.62
"4366","09/03/2017",12477,12715,"A","B","F","OV",3,0,2,"A",2,8.29
"4367","09/03/2017",2132,805,"A","B","F","FF",3,1,3,"A",2,8.06
"4368","09/03/2017",12482,12720,"A","B","F","CK",2,0,3,"A",2,8.81
"4369","09/03/2017",6862,6645,"A","B","F","CK",3,0,9,"A",2,8.19
"4370","09/03/2017",13379,13671,"A","B","E","FF",3,0,2,"A",2,8.72
"4371","09/03/2017",13681,14000,"A","B","F","FF",4,0,2,"A",1,8.74
"4372","09/03/2017",377,1405,"A","B","F","DW",3,1,1,"A",3,8.84
"4373","09/03/2017",447,1843,"A","A","F","CK",3,0,1,"A",1,8.57
"4374","09/03/2017",575,2759,"A","B","F","AW",3,1,3,"A",2,8.65
"4375","09/03/2017",5921,5500,"A","B","G","AW",3,1,7,"A",2,8.11
"4376","09/03/2017",4914,4224,"A","B","F","FF",3,0,1,"A",1,8.61
"4377","09/03/2017",1219,7080,"A","B","G","AW",2,0,1,"A",1,8.54
"4378","09/03/2017",4021,3135,"A","B","F","CK",5,0,5,"A",1,8.71
"4379","09/03/2017",2557,1328,"A","B","E","FZ",2,0,4,"A",2,8.52
"4380","09/03/2017",6761,6526,"A","B","E","AW",3,0,10,"A",2,8.84
"4381","09/03/2017",11200,11383,"A","B","F","FF",5,0,1,"A",1,8.21
"4382","09/03/2017",7879,7825,"A","B","E","AW",3,4,15,"A",4,8.11
"4383","14/03/2017",14251,14602,"A","B","E","FF",5,1,0,"A",1,8.26
"4384","09/03/2017",457,1915,"A","C","E","FF",6,3,6,"A",3,8.68
"4385","09/03/2017",14020,14363,"A","B","E","FF",3,1,1,"A",1,8.75
"4386","09/03/2017",10933,11109,"A","B","F","FF",3,0,1,"A",1,8.42
"4387","09/03/2017",1706,262,"A","A","F","DW",3,2,16,"A",8,8.3
"4388","09/03/2017",3495,2482,"A","B","E","FZ",3,0,1,"A",1,8.98
"4389","09/03/2017",6447,6149,"A","B","F","AW",2,0,1,"A",1,8.39
"4390","09/03/2017",4272,3446,"A","C","F","DW",2,0,1,"A",2,8.69
"4391","09/03/2017",11455,11648,"A","B","E","AW",2,1,1,"A",1,8.68
"4392","09/03/2017",11805,12008,"A","B","E","DW",2,0,4,"A",3,8.95
"4393","09/03/2017",8863,8921,"A","B","E","FF",4,0,5,"A",2,8.5
"4394","09/03/2017",13326,13614,"A","B","F","CK",2,0,1,"A",1,8.15
"4395","09/03/2017",12159,12382,"A","B","F","CK",2,0,1,"A",1,8.51
"4396","09/03/2017",4073,3198,"A","B","E","AW",3,0,1,"A",1,8.57
"4397","09/03/2017",5413,4859,"A","C","E","DW",2,4,14,"A",3,8.64
"4398","09/03/2017",5128,4481,"A","A","F","FF",3,0,2,"A",4,8.43
"4399","09/03/2017",10682,10846,"A","B","F","OV",5,0,2,"A",2,8.5
"4400","09/03/2017",2486,1241,"A","A","F","FF",2,0,4,"A",3,8.06
"4401","09/03/2017",8885,8947,"A","A","F","FF",7,0,5,"A",3,8.09
"4402","09/03/2017",14640,15175,"A","B","G","OV",2,0,3,"A",9,8.14
"4403","09/03/2017",8523,8547,"A","B","F","AW",2,1,6,"A",2,8.4
"4404","09/03/2017",13747,14071,"A","B","E","FR",2,1,2,"A",3,8.53
"4405","09/03/2017",2326,1048,"A","C","F","FF",6,2,15,"A",5,8.65
"4406","09/03/2017",7662,7567,"A","A","F","CK",2,2,12,"A",3,8.52
"4407","09/03/2017",36,1163,"A","B","F","FR",1,0,4,"A",1,8.28
"4408","09/03/2017",8134,8113,"A","A","F","CK",3,1,2,"A",3,8.1
"4409","09/03/2017",2812,1646,"A","B","E","FF",3,1,6,"A",4,8.76
"4410","14/03/2017",14416,14774,"A","B","E","TD",3,0,1,"A",1,8.57
"4411","09/03/2017",11164,11345,"A","B","F","TD",2,0,1,"A",1,8.99
"4412","09/03/2017",12902,13158,"A","B","E","AW",3,0,1,"A",2,8
"4413","09/03/2017",4301,3481,"A","B","E","TD",3,3,5,"A",2,8.85
"4414","09/03/2017",12363,12599,"A","B","F","AW",2,1,2,"A",2,8.58
"4415","09/03/2017",2563,1335,"A","B","F","AW",2,0,1,"A",1,8.49
"4416","09/03/2017",5995,5585,"A","B","D","FF",3,0,5,"A",2,8.55
"4417","09/03/2017",13000,13262,"A","B","F","TD",2,0,1,"A",1,8.31
"4418","14/03/2017",3995,3101,"A","B","G","AW",3,1,2,"A",3,8.53
"4419","09/03/2017",2681,1482,"A","B","E","CK",4,0,1,"A",1,8.09
"4420","09/03/2017",1952,582,"A","B","F","FF",2,0,1,"A",2,8.68
"4421","09/03/2017",2024,670,"A","B","F","AW",2,0,2,"A",2,8.29
"4422","09/03/2017",1167,6605,"A","B","F","CK",4,0,8,"A",4,8.81
"4423","09/03/2017",2677,1474,"A","B","E","AW",2,1,1,"A",1,8.72
"4424","09/03/2017",11944,12156,"A","B","E","AW",2,0,1,"A",1,8.4
"4425","09/03/2017",5445,4894,"A","B","D","FF",3,0,0,"A",1,8.18
"4426","09/03/2017",2657,1452,"A","B","F","CK",3,0,5,"A",2,8.1
"4427","09/03/2017",13647,13964,"A","B","E","FF",5,0,1,"A",1,8.35
"4428","14/03/2017",7111,6940,"A","B","F","CK",3,1,1,"A",1,8.57
"4429","09/03/2017",13059,13324,"A","B","F","TD",2,0,6,"A",4,8.06
"4430","09/03/2017",13895,14229,"A","B","F","AW",2,0,1,"A",1,8.32
"4431","09/03/2017",602,2916,"A","B","F","FZ",1,2,4,"A",3,8.42
"4432","09/03/2017",13197,13474,"A","B","E","OV",3,0,2,"A",2,8.81
"4433","09/03/2017",695,3561,"A","B","E","AW",2,0,1,"A",1,8.99
"4434","09/03/2017",13756,14081,"A","B","G","AW",2,0,2,"A",2,8.62
"4435","09/03/2017",1333,8505,"A","B","F","AW",3,0,1,"A",1,8.49
"4436","09/03/2017",2332,1060,"A","B","F","FF",3,0,2,"A",1,8.3
"4437","09/03/2017",4947,4266,"A","C","F","CK",6,0,1,"A",6,8.68
"4438","09/03/2017",12749,12998,"A","B","E","CK",2,0,3,"A",3,8.38
"4439","09/03/2017",11706,11906,"A","A","F","FF",3,0,1,"A",2,8.3
"4440","09/03/2017",6196,5828,"A","A","F","AW",3,0,9,"A",4,8.21
"4441","09/03/2017",13145,13417,"A","B","F","AW",3,0,1,"A",2,8.07
"4442","09/03/2017",12996,13258,"A","B","E","CK",3,0,1,"A",1,8.55
"4443","14/03/2017",14754,15357,"A","B","E","FF",3,0,1,"A",1,8.04
"4444","09/03/2017",11545,11743,"A","B","E","CK",2,0,1,"A",1,8.71
"4445","09/03/2017",13368,13657,"A","B","F","AW",5,0,1,"A",2,8.41
"4446","09/03/2017",13827,14156,"A","B","D","TD",2,0,2,"A",4,8.72
"4447","09/03/2017",11095,11275,"A","B","F","FF",2,0,1,"A",1,8.3
"4448","09/03/2017",3921,3014,"A","B","E","TD",2,0,7,"A",3,8.9
"4449","09/03/2017",6387,6073,"A","B","D","AW",2,0,1,"A",1,8.87
"4450","09/03/2017",13700,14022,"A","B","F","AW",3,0,1,"A",1,8.41
"4451","09/03/2017",3371,2330,"A","B","G","DW",3,1,7,"A",4,8.21
"4452","09/03/2017",13349,13637,"A","B","F","WD",4,1,1,"A",1,8.77
"4453","09/03/2017",4898,4204,"A","B","E","FF",3,0,0,"A",1,8.37
"4454","14/03/2017",13847,14177,"A","B","F","DW",2,1,1,"A",1,8.28
"4455","09/03/2017",10952,11128,"A","B","E","AW",3,1,0,"A",1,8.9
"4456","09/03/2017",13201,13482,"A","B","E","AW",2,0,1,"A",1,8.03
"4457","09/03/2017",4619,3863,"A","B","E","FF",3,0,2,"A",2,8.62
"4458","09/03/2017",284,723,"A","B","E","OV",6,0,2,"A",2,8.31
"4459","09/03/2017",5919,5497,"A","B","E","AW",2,0,1,"A",1,8.03
